,pep,cost,Ratio,Spread
1171,177.89999389648438,495.9649963378906,2.7878865281270353,26.379686373603317
1172,178.0399932861328,495.92498779296875,2.7854695938791374,26.833080669168634
1173,177.91000366210938,496.7799987792969,2.7923106545643854,25.594240450172332
1174,178.07000732421875,495.9100036621094,2.7849159502711056,26.93668929828591
1175,178.243896484375,497.4800109863281,2.7910072703664084,25.88013636255023
1176,178.4199981689453,499.3399963378906,2.7986772865285383,24.540138471279374
1177,178.30999755859375,499.1700134277344,2.799450509014247,24.38531507338241
1178,180.50999450683594,501.4800109863281,2.778128780937595,28.5713986201858
1179,180.43499755859375,503.79998779296875,2.792141184413887,26.029973207069656
1180,179.82000732421875,505.6650085449219,2.812061995043736,22.34902882634999
1181,179.33999633789062,502.1600036621094,2.8000446856037655,24.43667251638426
1182,179.16000366210938,500.75,2.79498766334254,25.31519952295248
1183,179.02000427246094,500.4200134277344,2.7953301390056726,25.231800344574662
1184,179.0800018310547,499.489990234375,2.7892002743310074,26.338982423114384
1185,179.8800048828125,499.1300048828125,2.774794259139495,29.061191373639826
1186,179.7100067138672,497.2950134277344,2.767208251344197,30.394217635484278
1187,178.97000122070312,495.8699951171875,2.7706877785941795,29.634171232248672
1188,179.6999969482422,498.0018005371094,2.771295542539968,29.657874008134126
1189,179.80999755859375,497.4649963378906,2.766614777222186,30.519484515406088
1190,179.74000549316406,499.05499267578125,2.7765382075431253,28.722817830027633
1191,178.9199981689453,496.6000061035156,2.775542204257127,28.756512823047682
1192,182.48500061035156,505.010009765625,2.767405584440007,30.87313512685962
1193,182.16000366210938,505.31500244140625,2.774017305021143,29.608501785906196
1194,182.02999877929688,508.0867919921875,2.791225596876588,26.4528379467891
1195,182.11000061035156,509.9200134277344,2.8000659585893675,24.855843376705206
1196,182.6199951171875,511.6300048828125,2.8016100019852637,24.651747501327986
1197,182.49000549316406,511.5700988769531,2.8032773493237477,24.32782427451907
1198,182.19000244140625,510.739990234375,2.8033370843091845,24.272093435527676
1199,181.6199951171875,502.95001220703125,2.7692436170505923,30.378971942322504
1200,182.49009704589844,505.2500915527344,2.7686438866085865,30.648101932743725
1201,182.47000122070312,505.05499267578125,2.7678795927934563,30.78386249540831
1202,181.80979919433594,503.95001220703125,2.771852861838105,29.939419392159447
1203,181.5,502.3099060058594,2.767547691492338,30.664760373133685
1204,181.84500122070312,502.19000244140625,2.7616376533325995,31.803372583041618
1205,181.66000366210938,501.54998779296875,2.760926883640606,31.897132316950387
1206,180.6999969482422,503.1499938964844,2.784449376834253,27.462448883545857
1207,180.75999450683594,502.67999267578125,2.7809250273946597,28.10960898942933
1208,180.4600067138672,502.3800048828125,2.7838855491088035,27.52380235649623
1209,180.5399932861328,502.2200012207031,2.7817659238789747,27.919987828400917
1210,180.6199951171875,502.6499938964844,2.7829144473753393,27.726222018082762
1211,180.36000061035156,501.0199890136719,2.777888596796314,28.588523379891125
1212,180.75,499.92999267578125,2.7658644131440178,30.830097527121847
1213,180.19500732421875,493.5,2.7386996306288456,35.6213254593169
1214,180.38999938964844,492.8800048828125,2.732302270361314,36.81708695334061
1215,180.91000366210938,494.4200134277344,2.732961159799523,36.812530506094795
1216,181.0,494.54998779296875,2.7323203745467888,36.948294468631
1217,182.80999755859375,501.6050109863281,2.7438598418314353,35.237774571328664
1218,179.02999877929688,486.3299865722656,2.7164720431674665,39.35133866235089
1219,178.19000244140625,483.3999938964844,2.7128345433152994,39.8010168342716
1220,178.22000122070312,490.3299865722656,2.7512623903815006,32.95960360108058
1221,177.3699951171875,486.70001220703125,2.7439816519444054,34.07970694447926
1222,177.91000366210938,488.45001220703125,2.745489304439037,33.924227022437954
1223,177.97000122070312,490.94000244140625,2.75855480740591,31.611395673243305
1224,178.4499969482422,489.75,2.7444662839756035,34.218714251760225
1225,178.59010314941406,489.1199951171875,2.7387855569352264,35.26242027488963
1226,177.77999877929688,486.2900085449219,2.735347125008261,35.70035639621137
1227,179.21499633789062,489.7099914550781,2.732527977356217,36.51758869406712
1228,178.7899932861328,485.4750061035156,2.7153365643152565,39.49763853471183
1229,177.7550048828125,481.42999267578125,2.708390646964741,40.48657108174934
1230,176.94000244140625,478.75,2.7057194155885593,40.7600504372727
1231,177.27999877929688,479.8959045410156,2.706994065012702,40.61807628272431
1232,178.1999969482422,483.93499755859375,2.7156846568249473,39.29552463446982
1233,178.82000732421875,486.4800109863281,2.7205010125309452,38.58125815015712
1234,179.38999938964844,477.739990234375,2.6631361383567884,49.004333366991496
1235,179.39999389648438,480.6449890136719,2.67918063191802,46.1288460500021
1236,179.0800018310547,481.75201416015625,2.690149705351491,44.07695849733313
1237,179.8000030517578,483.385009765625,2.6884594080150057,44.56995962536423
1238,180.01409912109375,486.3500061035156,2.7017328558045484,42.23713936020142
1239,180.42999267578125,488.8800048828125,2.7095273775313626,40.935177858238326
1240,180.1999969482422,488.54998779296875,2.7111542512028577,40.586070869668056
1241,181.05999755859375,492.8699951171875,2.7221363181433125,38.805446029592595
1242,181.66000366210938,495.1300048828125,2.725586231979619,38.31711522710663
1243,181.44000244140625,494.71881103515625,2.7266248036726046,38.07869645865646
1244,180.75999450683594,493.5950012207031,2.7306650598622166,37.19460044450745
1245,178.9250030517578,485.30499267578125,2.7123374844118158,40.06630450976963
1246,180.97000122070312,492.2950134277344,2.720312814870089,39.11468939127514
1247,180.67999267578125,492.8399963378906,2.7276954633392125,37.713378461856855
