,v,acn,Ratio,Spread
348,199.38999938964844,287.625,1.442524704751729,-10.972440874036115
349,199.24000549316406,286.7900085449219,1.4394197984237742,-10.346614172440232
350,197.9600067138672,285.4700012207031,1.4420589590771409,-10.811550338619375
351,197.58999633789062,285.07000732421875,1.442735020029719,-10.927531631065895
352,198.11000061035156,286.8299865722656,1.4478319402785278,-11.962370936699633
353,199.09500122070312,288.2099914550781,1.4476003399783413,-11.968803863099188
354,199.6699981689453,288.57000732421875,1.4452346870863049,-11.526993139618176
355,198.02499389648438,285.9700012207031,1.444110642771645,-11.220926464246977
356,197.92999267578125,286.0199890136719,1.4450563310138966,-11.403392360489411
357,200.9199981689453,289.19000244140625,1.439329111471713,-10.403877717104242
358,200.77999877929688,290.9100036621094,1.4488993198066804,-12.319106467125712
359,200.77999877929688,290.07000732421875,1.4447156543868296,-11.479110129235087
360,201.97000122070312,291.5199890136719,1.4433826174765074,-11.269647180379698
361,202.41000366210938,290.1087951660156,1.4332730098177615,-9.244875018235794
362,203.6739959716797,291.4700012207031,1.4310614363417862,-8.843458419392439
363,204.0,291.2300109863281,1.4275980930702359,-8.148859338817195
364,203.6864013671875,282.42999267578125,1.3865922849048813,0.21384930605649766
365,203.84500122070312,280.0899963378906,1.374034166452956,2.775011304953703
366,203.08999633789062,278.54998779296875,1.3715593717847712,3.262174274870356
367,202.3000030517578,275.8900146484375,1.363766734980483,4.820510920720446
368,201.6699981689453,275.5849914550781,1.3665145731008135,4.246999593044743
369,199.52000427246094,272.9150085449219,1.3678578723977675,3.9188408861964583
370,200.1999969482422,274.1700134277344,1.3694806074278598,3.6120779234432328
371,194.27000427246094,271.4599914550781,1.3973335331498697,-1.9472062907057555
372,196.25999450683594,271.94000244140625,1.3856109755059343,0.3478010841196899
373,198.44500732421875,276.760009765625,1.3946433497994508,-1.4252311430088773
374,197.5500030517578,275.489990234375,1.3945329586362853,-1.4032847160824438
375,197.72000122070312,275.0199890136719,1.390956844607154,-0.6962230153645144
376,197.5679931640625,274.3699951171875,1.388737065772328,-0.258202595399998
377,197.32000732421875,273.7200012207031,1.3871882782314653,0.045977916181707545
378,200.57000732421875,275.19000244140625,1.3720396489618973,3.1080640987022528
379,197.85000610351562,271.57000732421875,1.3726055038994167,2.9350489792431156
380,196.4199981689453,270.3699951171875,1.3764891438632236,2.1409316641894045
381,194.36000061035156,268.3500061035156,1.3806853532661667,1.2882779129461235
382,194.49000549316406,269.989990234375,1.3881946763781885,-0.17041591275874657
383,196.42999267578125,272.0150146484375,1.3847936913453618,0.5098493571033011
384,199.00999450683594,276.7099914550781,1.3904326370180027,-0.5873447422090314
385,205.17999267578125,278.739990234375,1.3585144759939185,5.986647549075721
386,207.72999572753906,282.0199890136719,1.3576276648249317,6.262598526410736
387,205.61489868164062,283.04998779296875,1.3766025205752384,2.283121384556305
388,205.07000732421875,281.9800109863281,1.3750426728200849,2.5932534967055383
389,205.5399932861328,282.239990234375,1.3731633718673324,2.9886642356379505
390,206.16000366210938,282.239990234375,1.3690336884983696,3.853261532509132
391,207.5,283.6400146484375,1.366939829631024,4.321846510237387
392,201.50999450683594,275.1700134277344,1.3655402755638486,4.438854364537585
393,200.77000427246094,274.75,1.368481317692967,3.826959970819767
